,d_A1,d_A2,d_A3,d_A4,d_A5,d_A6,d_A7,d_A8,d_A9,d_A10,d_A11,d_A12,d_B1,d_B2,d_B3,d_B4,d_B5,d_B6,d_B7,d_B8,d_B9,d_B10,d_B11,d_B12,d_C1,d_C2,d_C3,d_C4,d_C5,d_C6,d_C7,d_C8,d_C9,d_C10,d_C11,d_C12,d_D1,d_D2,d_D3,d_D4,d_D5,d_D6,d_D7,d_D8,d_D9,d_D10,d_D11,d_D12,d_E1,d_E2,d_E3,d_E4,d_E5,d_E6,d_E7,d_E8,d_E9,d_E10,d_E11,d_E12,d_F1,d_F2,d_F3,d_F4,d_F5,d_F6,d_F7,d_F8,d_F9,d_F10,d_F11,d_F12,d_G1,d_G2,d_G3,d_G4,d_G5,d_G6,d_G7,d_G8,d_G9,d_G10,d_G11,d_G12,d_H1,d_H2,d_H3,d_H4,d_H5,d_H6,d_H7,d_H8,d_H9,d_H10,d_H11,d_H12
11,0.0008299999999999974,0.00020000000000000017,0.0006699999999999984,0.00017000000000000072,0.00015999999999999904,0.00022999999999999965,0.00019000000000000128,0.00037000000000000086,0.00039000000000000146,0.00063,0.0002799999999999997,0.0004600000000000021,0.00034000000000000143,0.00012000000000000067,0.00012999999999999955,0.00015000000000000012,0.00014000000000000123,0.0006699999999999984,0.0001600000000000018,0.00022000000000000074,0.0006000000000000005,0.0003099999999999992,0.0006199999999999984,0.0006099999999999994,8.999999999999842e-05,0.00042000000000000094,0.000269999999999998,0.00010999999999999899,0.0001899999999999985,0.00013999999999999847,0.00022000000000000074,0.00022999999999999965,0.0002700000000000008,0.0004199999999999982,0.0010599999999999997,0.0005599999999999994,8.999999999999842e-05,0.0003099999999999992,0.00011000000000000177,5.9999999999998944e-05,0.00022000000000000074,0.0001799999999999996,0.00021000000000000185,0.00020000000000000017,0.000360000000000002,0.0004199999999999982,0.0006399999999999989,0.00068,0.0003799999999999998,8.00000000000023e-05,0.0001600000000000018,7.999999999999952e-05,0.00012999999999999955,0.00019000000000000128,0.00017000000000000072,0.00022999999999999686,5.000000000000004e-05,0.0004599999999999993,0.0005599999999999994,0.0006199999999999984,0.0002899999999999986,0.00010999999999999899,9.000000000000118e-05,0.00010000000000000009,0.0003099999999999992,0.00021999999999999797,0.000520000000000001,0.00032999999999999973,0.00047999999999999985,0.0006199999999999984,0.0007300000000000001,0.0005299999999999999,0.0008500000000000007,0.00017000000000000072,0.0005699999999999982,0.00039000000000000146,0.0004299999999999998,0.000689999999999999,0.0006599999999999995,0.0007499999999999978,0.0008500000000000007,0.0012199999999999989,0.0010099999999999998,0.00038000000000000257,0.0014100000000000002,0.0007800000000000001,0.0009700000000000015,0.000689999999999999,0.0004599999999999993,0.0005299999999999999,0.00030000000000000024,0.0008000000000000007,0.0009599999999999997,0.0008699999999999986,0.0007599999999999996,0.0008199999999999985
12,0.0007300000000000029,0.00014999999999999736,0.0008599999999999997,0.0001799999999999996,0.00015999999999999904,0.00021000000000000185,0.00020000000000000017,0.00032999999999999973,0.00047999999999999985,-0.0006000000000000005,0.00024000000000000133,0.00040999999999999923,0.0003099999999999992,0.00011999999999999789,8.999999999999842e-05,0.00017000000000000072,0.00013999999999999847,0.000739999999999999,0.0001899999999999985,0.0001899999999999985,0.0005499999999999978,0.0003099999999999992,0.0006200000000000011,0.0005499999999999978,7.000000000000062e-05,0.0004599999999999993,0.00017000000000000072,0.00014000000000000123,0.00017000000000000072,0.0001600000000000018,0.00020000000000000017,0.00020000000000000017,0.0002500000000000002,0.0003500000000000003,0.0010600000000000026,0.0004300000000000026,8.00000000000023e-05,0.0003399999999999986,0.00012000000000000067,0.00010000000000000009,0.0002099999999999991,0.00017000000000000072,0.00021999999999999797,0.0002099999999999991,0.0002999999999999975,0.00042000000000000094,0.0005899999999999988,0.0006099999999999994,0.00037000000000000086,5.9999999999998944e-05,0.0001899999999999985,8.999999999999842e-05,0.00012000000000000067,0.00015999999999999904,0.0001799999999999996,0.00019000000000000128,-0.0025099999999999983,0.0004300000000000026,0.0005000000000000004,0.0005900000000000017,0.0002099999999999991,0.00012999999999999955,8.999999999999842e-05,0.00010000000000000009,0.00010999999999999899,0.00015000000000000012,0.0006000000000000005,0.00029000000000000136,0.00039000000000000146,0.0005700000000000011,0.0005899999999999988,0.00047000000000000096,0.0008300000000000002,0.00015999999999999904,0.00063,0.0003899999999999987,0.0005599999999999994,0.00068,0.0007699999999999984,0.0008100000000000023,0.0009000000000000008,0.00121,0.0009699999999999986,0.0003399999999999986,0.0012700000000000044,0.0008000000000000007,0.0009500000000000009,0.0007000000000000006,0.000520000000000001,0.0005000000000000004,0.000269999999999998,0.0007599999999999996,0.0009099999999999997,0.0010100000000000026,0.0007599999999999996,0.0009300000000000003
13,0.0007099999999999995,0.00020000000000000017,0.0010700000000000015,0.00014000000000000123,0.00015000000000000012,0.00015999999999999904,0.00020000000000000017,0.0003799999999999998,0.0005199999999999982,0.00010999999999999899,0.00032000000000000084,0.0005599999999999994,0.0002799999999999997,0.00013000000000000235,0.00011000000000000177,0.00015999999999999904,0.00014000000000000123,0.0008599999999999997,0.0001600000000000018,0.00022000000000000074,0.0006900000000000017,0.0002600000000000019,0.0007000000000000006,0.00068,0.00010000000000000009,0.0004400000000000015,0.00019000000000000128,0.00010000000000000009,0.00015000000000000012,0.00012999999999999955,0.00022999999999999965,0.0002099999999999991,0.00022000000000000074,0.0003500000000000003,0.0012500000000000011,0.0005499999999999978,0.00010000000000000009,0.00039000000000000146,0.00012999999999999955,7.999999999999952e-05,0.0002099999999999991,0.00015999999999999904,0.00022000000000000074,0.00019000000000000128,0.0003500000000000003,0.00040999999999999923,0.00063,0.0007200000000000012,0.00042000000000000094,7.000000000000062e-05,0.0001799999999999996,8.00000000000023e-05,0.00012000000000000067,0.00015999999999999904,0.00017000000000000072,0.00019000000000000128,0.0011799999999999977,0.0004199999999999982,0.0005099999999999994,0.00063,0.00022000000000000074,7.999999999999952e-05,0.00011000000000000177,0.00010999999999999899,0.0001600000000000018,0.00019000000000000128,0.0006199999999999984,0.0002899999999999986,0.0003899999999999987,0.00058,0.0007099999999999995,0.00047999999999999985,0.0009800000000000004,0.0001799999999999996,0.0006700000000000011,0.0005299999999999999,0.0006000000000000033,0.0008200000000000013,0.0008400000000000019,0.0010099999999999998,0.0010499999999999982,0.00131,0.0011399999999999965,0.00037000000000000086,0.00136,0.0008599999999999997,0.0011499999999999982,0.0007900000000000019,0.00058,0.0006099999999999994,0.00029000000000000136,0.0009300000000000003,0.0008000000000000007,0.0011799999999999977,0.0009400000000000019,0.0010800000000000004
14,0.00063,0.00019000000000000128,0.0009699999999999986,0.00012999999999999955,0.00012000000000000067,0.00023999999999999854,0.00013999999999999847,0.00030000000000000024,0.00047999999999999985,0.00012000000000000067,0.00012999999999999955,0.00042000000000000094,0.0002599999999999991,5.000000000000004e-05,5.000000000000004e-05,0.00014000000000000123,7.000000000000062e-05,0.0007900000000000019,0.00012999999999999955,0.00013999999999999847,0.0007200000000000012,0.00023999999999999854,0.0006500000000000006,0.0005900000000000017,0.00010000000000000009,0.0005199999999999982,0.00020000000000000017,5.9999999999998944e-05,0.00012999999999999955,0.00010999999999999899,0.00016999999999999793,0.00015999999999999904,0.00022000000000000074,0.0002899999999999986,0.0010699999999999987,0.00047999999999999985,7.999999999999952e-05,0.0003799999999999998,8.999999999999842e-05,5.9999999999998944e-05,0.00022000000000000074,0.00015000000000000012,0.0002099999999999991,0.00015999999999999904,0.0002799999999999997,0.00032000000000000084,0.0005299999999999999,0.0006399999999999989,0.0004299999999999998,2.9999999999999472e-05,0.00022999999999999965,3.999999999999837e-05,0.00010999999999999899,0.00013000000000000235,0.00012999999999999955,0.0001899999999999985,-0.000799999999999998,0.0003799999999999998,0.0004400000000000015,0.0005699999999999982,0.00018000000000000237,0.00011000000000000177,6.999999999999784e-05,7.000000000000062e-05,0.00010000000000000009,0.00013999999999999847,0.0006000000000000005,0.0002600000000000019,0.00037000000000000086,0.0004900000000000015,0.0005300000000000027,0.00037000000000000086,0.0011300000000000004,8.00000000000023e-05,0.0008099999999999996,0.00034000000000000143,0.0006399999999999961,0.0008000000000000007,0.0008300000000000002,0.0009699999999999986,0.001100000000000001,0.00131,0.0011100000000000055,0.00030000000000000024,0.00131,0.0009099999999999997,0.0010699999999999987,0.0008099999999999996,0.00058,0.0006800000000000029,0.00018000000000000237,0.0008300000000000002,0.0005400000000000016,0.0010000000000000009,0.0008899999999999991,0.0010599999999999997
15,0.0005700000000000011,0.0001799999999999996,0.0007200000000000012,0.00010999999999999899,9.000000000000118e-05,0.00024000000000000133,0.00019000000000000128,0.0003799999999999998,0.0006200000000000011,-4.000000000000115e-05,0.00022000000000000074,0.0005500000000000005,0.00021000000000000185,7.999999999999952e-05,0.00010000000000000009,0.00015999999999999904,0.00011999999999999789,0.000949999999999998,0.00013999999999999847,0.00022000000000000074,0.000739999999999999,0.0004500000000000004,0.0008099999999999996,0.0007500000000000007,5.9999999999998944e-05,0.0005600000000000021,0.00012999999999999955,7.000000000000062e-05,0.00011000000000000177,0.00012000000000000067,0.00015000000000000012,0.00017000000000000072,0.0001999999999999974,0.00030000000000000024,0.0010899999999999966,0.0005500000000000005,5.000000000000004e-05,0.000520000000000001,7.999999999999952e-05,6.0000000000001716e-05,0.00024000000000000133,0.00015000000000000012,0.00018000000000000237,0.00017000000000000072,0.00031000000000000195,0.0003899999999999987,0.0005900000000000017,0.0007400000000000017,0.00047999999999999985,4.000000000000115e-05,0.0002600000000000019,5.000000000000004e-05,9.000000000000118e-05,0.00011999999999999789,0.00012000000000000067,0.0001600000000000018,5.9999999999998944e-05,0.000360000000000002,0.00047999999999999985,0.0006600000000000023,0.0001799999999999996,9.000000000000118e-05,6.0000000000001716e-05,0.00010000000000000009,0.00010000000000000009,0.00015000000000000012,0.0006599999999999995,0.0002799999999999997,0.0003399999999999986,0.0005299999999999999,0.0006099999999999994,0.0004899999999999988,0.0011800000000000005,0.00011999999999999789,0.0008099999999999996,0.00047999999999999985,0.0006900000000000017,0.000849999999999998,0.0010199999999999988,0.0011099999999999999,0.0011400000000000021,0.0014500000000000012,0.0012299999999999978,0.0003799999999999998,0.0012999999999999956,0.0010000000000000009,0.0009800000000000004,0.0008699999999999986,0.0006500000000000006,0.0006799999999999972,0.0002099999999999991,0.0011299999999999978,0.0005899999999999961,0.0012799999999999977,0.0010299999999999975,0.00131
16,0.0004900000000000015,0.00019000000000000128,0.0019699999999999995,0.00010000000000000009,7.999999999999952e-05,0.00030000000000000024,0.00011999999999999789,0.0003099999999999992,0.000520000000000001,4.000000000000115e-05,0.00012000000000000067,0.0004699999999999982,0.0001899999999999985,5.000000000000004e-05,5.9999999999998944e-05,0.00011000000000000177,9.000000000000118e-05,0.001100000000000001,0.00013000000000000235,0.00012999999999999955,0.0006099999999999994,0.0002700000000000008,0.0006599999999999995,0.0006200000000000011,0.00010000000000000009,0.0005899999999999988,0.00017000000000000072,4.000000000000115e-05,0.00013999999999999847,0.00010000000000000009,0.00019000000000000128,0.00014000000000000123,0.0001799999999999996,0.0002799999999999997,0.0011800000000000033,0.00042000000000000094,7.000000000000062e-05,0.0005999999999999978,0.00011000000000000177,2.9999999999999472e-05,0.0002500000000000002,0.00015000000000000012,0.00021999999999999797,0.00012999999999999955,0.0002599999999999991,0.00030000000000000024,0.0005099999999999994,0.000689999999999999,0.0005000000000000004,7.999999999999952e-05,0.00030000000000000024,2.9999999999999472e-05,5.9999999999998944e-05,0.00011000000000000177,0.00012999999999999955,0.00013999999999999847,0.0,0.0003399999999999986,0.0003899999999999987,0.0005299999999999999,0.00013999999999999847,6.999999999999784e-05,7.999999999999952e-05,5.000000000000004e-05,0.00010999999999999899,0.00010000000000000009,0.0015800000000000009,0.00020000000000000017,0.00029000000000000136,0.0004299999999999998,0.0004999999999999976,0.0003399999999999986,0.001200000000000001,8.00000000000023e-05,0.0010000000000000009,0.0006000000000000005,0.0007699999999999984,0.0008800000000000002,0.0011199999999999988,0.00121,0.0012199999999999989,0.0013400000000000022,0.0011900000000000023,0.0002500000000000002,0.0012400000000000022,0.0009099999999999997,0.0013900000000000023,0.0009400000000000019,0.0006099999999999994,0.0008099999999999996,0.00020000000000000017,0.0008500000000000007,0.0005599999999999994,0.0010700000000000043,0.0008300000000000029,0.0014500000000000012
17,0.0005199999999999982,0.00016999999999999793,0.0002700000000000008,5.000000000000004e-05,6.999999999999784e-05,0.00030000000000000024,0.00014000000000000123,0.00032000000000000084,0.0005699999999999982,0.00012000000000000067,8.999999999999842e-05,0.0004400000000000015,0.0002500000000000002,0.00012999999999999955,5.000000000000004e-05,0.00014999999999999736,7.000000000000062e-05,0.0012899999999999995,7.999999999999952e-05,0.00015000000000000012,0.001100000000000001,9.999999999998898e-06,0.0006799999999999972,0.0006099999999999966,7.999999999999952e-05,0.000739999999999999,0.0001899999999999985,7.999999999999952e-05,0.00011000000000000177,7.000000000000062e-05,0.00012000000000000067,0.00013999999999999847,0.0001600000000000018,0.0002700000000000008,0.001269999999999999,0.00047000000000000096,6.999999999999784e-05,0.0006700000000000011,0.00010000000000000009,7.000000000000062e-05,0.00023999999999999854,0.00012000000000000067,0.00011000000000000177,9.000000000000118e-05,0.0002599999999999991,0.0002700000000000008,0.0005099999999999994,0.0008099999999999996,0.0005599999999999994,3.999999999999837e-05,0.0003599999999999992,6.0000000000001716e-05,9.000000000000118e-05,5.000000000000004e-05,7.999999999999952e-05,0.00010000000000000009,0.00116,0.00032000000000000084,0.00040000000000000034,0.0006199999999999984,0.00017000000000000072,0.00010000000000000009,7.000000000000062e-05,7.000000000000062e-05,0.00010000000000000009,0.00012999999999999955,0.0002599999999999991,0.0001899999999999985,0.0002899999999999986,0.0004399999999999987,0.00034000000000000143,0.000360000000000002,0.0012099999999999945,6.999999999999784e-05,0.0009599999999999997,0.0006799999999999972,0.0007800000000000001,0.0009700000000000015,0.0011300000000000032,0.0011400000000000021,0.0011799999999999977,0.0013899999999999967,0.0013000000000000012,0.0002899999999999986,0.0013500000000000012,0.0009799999999999976,0.0009899999999999965,0.0009799999999999976,0.0006499999999999978,0.0007200000000000012,0.00015000000000000012,0.0016600000000000005,0.0005400000000000016,0.00121,0.0008099999999999996,0.0010399999999999964
18,0.0004199999999999982,0.0001600000000000018,0.0011999999999999984,8.00000000000023e-05,8.00000000000023e-05,0.00032999999999999973,0.00012999999999999955,0.00032999999999999973,0.0005299999999999999,-8.00000000000023e-05,7.000000000000062e-05,0.0003199999999999981,0.00011000000000000177,9.999999999998898e-06,5.000000000000004e-05,0.00011000000000000177,6.999999999999784e-05,0.0007200000000000012,8.999999999999842e-05,0.00015000000000000012,0.000999999999999998,0.00024000000000000133,0.0006800000000000029,0.0005000000000000004,9.000000000000118e-05,0.0007500000000000007,0.00015000000000000012,5.000000000000004e-05,8.999999999999842e-05,7.999999999999952e-05,0.00013999999999999847,0.00012999999999999955,0.00015000000000000012,0.00021000000000000185,0.001379999999999998,0.0003599999999999992,5.000000000000004e-05,0.0007200000000000012,0.00010999999999999899,3.999999999999837e-05,0.0002700000000000008,0.00015000000000000012,0.0001799999999999996,0.00012999999999999955,0.0002500000000000002,0.0002500000000000002,0.00040999999999999923,0.0008199999999999985,0.00058,6.0000000000001716e-05,0.00037000000000000086,9.999999999998898e-06,5.9999999999998944e-05,0.00011999999999999789,7.999999999999952e-05,0.00012999999999999955,-0.0017199999999999993,0.000269999999999998,0.00032999999999999973,0.0005600000000000021,0.00010000000000000009,7.000000000000062e-05,7.999999999999952e-05,5.000000000000004e-05,2.9999999999999472e-05,8.00000000000023e-05,0.0010000000000000009,0.0001799999999999996,0.0002500000000000002,0.00039000000000000146,0.00040000000000000034,0.0003099999999999992,0.0012100000000000056,4.000000000000115e-05,0.0009699999999999986,0.0008100000000000023,0.0008200000000000013,0.0009899999999999991,0.0012499999999999955,0.0013899999999999967,0.0011699999999999987,0.0014500000000000012,0.001269999999999999,0.0002099999999999991,0.0012399999999999967,0.001050000000000001,0.00136,0.0011099999999999999,0.0007100000000000023,0.0009399999999999992,0.00013999999999999847,0.00015999999999999904,0.0005000000000000004,0.0011099999999999999,0.0005299999999999972,0.00121
19,0.00048000000000000267,0.00015000000000000012,0.0010199999999999988,7.999999999999674e-05,6.999999999999784e-05,0.00040999999999999923,0.0001600000000000018,0.0003799999999999998,0.0006200000000000011,0.00015000000000000012,0.0001799999999999996,0.0005000000000000004,0.0001999999999999974,6.0000000000001716e-05,5.000000000000004e-05,0.00013999999999999847,7.000000000000062e-05,0.0008899999999999991,0.00010999999999999899,0.00013000000000000235,0.001040000000000002,0.00012999999999999955,0.0008799999999999974,0.0006599999999999995,0.00010999999999999899,0.0008200000000000013,0.00015000000000000012,3.999999999999837e-05,0.00012999999999999955,7.000000000000062e-05,0.00017000000000000072,0.00011000000000000177,0.00015000000000000012,0.00024999999999999746,0.0014700000000000047,0.0004900000000000015,6.0000000000001716e-05,0.0008399999999999991,0.00010999999999999899,0.0,0.0003099999999999992,0.00017000000000000072,0.00012999999999999955,0.00012999999999999955,0.0002500000000000002,0.0002899999999999986,0.0004900000000000015,0.0010700000000000043,0.0007700000000000013,2.9999999999999472e-05,0.00047999999999999985,4.000000000000115e-05,5.000000000000004e-05,7.000000000000062e-05,0.00010000000000000009,0.00014000000000000123,0.0004299999999999998,0.0003300000000000025,0.00040000000000000034,0.0006399999999999961,0.00015000000000000012,7.999999999999952e-05,7.999999999999952e-05,4.000000000000115e-05,0.00010000000000000009,8.999999999999842e-05,0.00068,0.00020000000000000017,0.0002799999999999997,0.00040999999999999923,0.0005699999999999982,0.0003799999999999998,0.0009599999999999997,0.00012999999999999955,0.0010300000000000003,0.000799999999999998,0.0008300000000000002,0.0010699999999999987,0.0014200000000000046,0.0013800000000000034,0.0012500000000000011,0.0015500000000000015,0.001429999999999998,0.00029000000000000136,0.0015100000000000003,0.0016199999999999993,0.00131,0.0003500000000000003,0.000689999999999999,0.0009000000000000008,0.00020000000000000017,0.0004599999999999993,0.0005900000000000017,0.0006799999999999972,0.0005100000000000049,0.0011800000000000033
20,0.00030000000000000024,0.00010000000000000009,0.0012200000000000045,5.000000000000282e-05,6.0000000000001716e-05,0.00039000000000000146,0.00012999999999999955,0.0003599999999999992,0.0006399999999999989,2.0000000000000574e-05,0.00012999999999999955,0.0003300000000000025,0.00011000000000000177,5.000000000000004e-05,2.9999999999999472e-05,0.00013000000000000235,6.0000000000001716e-05,0.0012799999999999977,7.000000000000062e-05,0.00012999999999999955,0.00010000000000000009,0.0002500000000000002,0.0007800000000000029,0.0005699999999999982,5.9999999999998944e-05,-0.00015000000000000012,0.00012999999999999955,2.0000000000000574e-05,4.000000000000115e-05,5.000000000000004e-05,0.00012000000000000067,0.00012000000000000067,0.00012999999999999955,0.00020000000000000017,0.001699999999999996,0.0003899999999999987,5.000000000000004e-05,0.0009000000000000008,0.00012000000000000067,4.000000000000115e-05,0.00034000000000000143,0.00020000000000000017,0.00015999999999999904,0.00010000000000000009,0.0002500000000000002,0.0002500000000000002,0.0004400000000000015,0.0011999999999999956,0.0010399999999999993,5.000000000000004e-05,0.0004599999999999993,0.0,7.000000000000062e-05,7.999999999999952e-05,7.000000000000062e-05,0.00010000000000000009,0.0027999999999999995,0.0002799999999999997,0.00031000000000000195,0.000610000000000005,5.9999999999998944e-05,7.000000000000062e-05,7.999999999999952e-05,3.999999999999837e-05,4.000000000000115e-05,9.000000000000118e-05,-0.00022000000000000074,0.00020000000000000017,0.0002600000000000019,0.00042000000000000094,0.00038000000000000257,0.00029000000000000136,0.00131,5.000000000000004e-05,0.0011699999999999987,0.0010000000000000009,0.000949999999999998,0.0011799999999999977,0.001419999999999999,0.0012199999999999989,0.0013300000000000035,0.0015100000000000003,0.001319999999999999,0.00020000000000000017,0.001269999999999999,0.0009300000000000031,0.0014300000000000035,2.000000000000335e-05,0.0007599999999999996,0.0006800000000000029,0.00012999999999999955,0.0003599999999999992,0.0004799999999999971,0.0006099999999999994,0.00043999999999999595,0.001269999999999999
21,0.00040000000000000034,0.00013999999999999847,0.0010099999999999998,7.000000000000062e-05,7.000000000000062e-05,0.00040999999999999923,0.00015000000000000012,0.00041000000000000205,0.0006200000000000011,-9.999999999998898e-06,0.00010000000000000009,0.0002899999999999986,0.00015000000000000012,6.999999999999784e-05,5.000000000000004e-05,0.00013999999999999847,6.999999999999784e-05,0.0013400000000000022,0.00010000000000000009,0.00011999999999999789,0.0006599999999999995,0.00011999999999999789,0.0006099999999999994,0.0005300000000000027,9.000000000000118e-05,0.0003899999999999987,0.00017000000000000072,9.000000000000118e-05,0.00013999999999999847,7.999999999999952e-05,0.00015000000000000012,0.00011999999999999789,0.0001299999999999968,0.0002500000000000002,0.0015600000000000002,0.00040000000000000034,6.999999999999784e-05,0.0008800000000000002,0.00014000000000000123,4.000000000000115e-05,0.00040999999999999923,0.00021999999999999797,0.00011000000000000177,0.00010999999999999899,0.0002700000000000008,0.0002700000000000008,0.0004599999999999993,0.0010700000000000043,0.0004699999999999982,2.9999999999999472e-05,0.0006200000000000011,2.9999999999999472e-05,5.9999999999998944e-05,9.000000000000118e-05,8.999999999999842e-05,8.999999999999842e-05,-0.0027999999999999995,0.0002899999999999986,0.0003500000000000003,0.0007199999999999984,0.00012000000000000067,8.999999999999842e-05,0.00010000000000000009,4.000000000000115e-05,-2.0000000000000574e-05,0.00010000000000000009,-0.0001799999999999996,0.00012999999999999955,0.000269999999999998,0.000379999999999997,0.0004999999999999949,0.00030000000000000024,0.00136,0.00010000000000000009,0.0011200000000000042,0.0009700000000000015,0.0009399999999999992,0.0013200000000000045,0.0015100000000000003,0.0017600000000000005,0.001489999999999997,0.0013399999999999968,0.0016800000000000038,0.00023999999999999854,0.00131,9.999999999998898e-06,0.0018899999999999972,0.0004999999999999949,0.0007000000000000006,0.00044999999999999484,0.00019000000000000128,0.0006200000000000039,0.0005000000000000004,0.0006300000000000027,0.00048000000000000267,0.0011799999999999977
22,0.00028999999999999583,0.00012000000000000067,0.001379999999999998,6.999999999999784e-05,4.999999999999727e-05,0.00047999999999999985,0.00010999999999999899,0.00040999999999999923,0.0005999999999999978,-1.0000000000001675e-05,4.000000000000115e-05,0.0002099999999999991,8.999999999999842e-05,2.0000000000000574e-05,2.9999999999999472e-05,0.00010000000000000009,6.0000000000001716e-05,0.001040000000000002,6.0000000000001716e-05,0.00015000000000000012,0.00126,0.000360000000000002,0.0007900000000000019,0.0005199999999999982,2.9999999999999472e-05,0.00040999999999999923,7.000000000000062e-05,-2.0000000000000574e-05,8.00000000000023e-05,2.9999999999999472e-05,0.00013999999999999847,6.0000000000001716e-05,0.00012000000000000343,0.0001799999999999996,0.00131,0.0003099999999999992,4.000000000000115e-05,0.0008199999999999985,0.00012999999999999955,2.9999999999999472e-05,0.00042000000000000094,0.00023000000000000242,7.999999999999952e-05,0.00011000000000000177,0.0002599999999999991,0.0002599999999999991,0.000379999999999997,0.0010399999999999964,0.001040000000000002,2.9999999999999472e-05,0.0006199999999999984,2.0000000000000574e-05,4.000000000000115e-05,5.9999999999998944e-05,7.000000000000062e-05,0.00011000000000000177,0.0008899999999999991,0.0002599999999999991,0.0003099999999999992,0.0007000000000000006,5.9999999999998944e-05,5.000000000000004e-05,7.000000000000062e-05,2.9999999999999472e-05,7.000000000000062e-05,7.000000000000062e-05,0.0006599999999999995,0.00017000000000000072,0.00024000000000000133,0.00040000000000000034,0.00036000000000000474,0.0002599999999999991,0.0009199999999999986,9.999999999998898e-06,0.0010999999999999955,0.00121,0.000990000000000002,0.0010599999999999997,0.0012899999999999967,0.0015600000000000002,0.00136,0.0005700000000000039,0.0008099999999999996,0.00013000000000000235,0.0011400000000000021,0.0003599999999999992,0.0006699999999999984,-0.00038999999999999593,0.0009300000000000003,0.0004700000000000037,0.00010999999999999899,0.0005799999999999972,0.0005099999999999994,0.0007099999999999995,0.0005199999999999982,0.0010300000000000031
